Test Case Specification: Admin & System Management (v2.0),,,,,,,,,,,,
TC-LLM-001,BR-001,FR-17,Register LLM Model,ตรวจสอบความถูกต้องในการลงทะเบียนโมเดล LLM ใหม่โดย Admin,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า Model Management UI","Model Provider: OpenAI

Model Name: GPT-4o

API Key: sk-********************

Default Model: Yes","1. Admin คลิกปุ่ม ""Add Model"" 

2. เลือก Provider (OpenAI, Anthropic, Local/Ollama)

3. กรอกชื่อโมเดล

4. กรอก API Key (สำหรับ External Provider)

5. เลือกเป็น Default Model หรือไม่

6. คลิกปุ่ม ""Test Model"" เพื่อทดสอบ

7. คลิกปุ่ม ""Save"" เมื่อทดสอบสำเร็จ","1. ระบบทดสอบการเชื่อมต่อกับ LLM Provider สำเร็จ

2. ระบบบันทึกข้อมูลโมเดลใหม่ในฐานข้อมูลสำเร็จ

3. API Key ถูกเข้ารหัสด้วย AES-256 ก่อนบันทึก

4. โมเดลใหม่ปรากฏในรายชื่อโมเดลที่เปิดใช้งาน

5. ระบบบันทึกประวัติการทำงาน (Audit Log) เหตุการณ์ LLM Model Registered สำเร็จ",,,
TC-LLM-002,BR-001,FR-17,Enable/Disable LLM Model,ตรวจสอบความถูกต้องในการเปิด/ปิดใช้งานโมเดล LLM โดย Admin,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า Model Management UI

3. มีโมเดลที่ลงทะเบียนไว้อยู่ในระบบ","Target Model: Claude-3.5-Sonnet

Action: Disable","1. Admin คลิกที่โมเดลที่ต้องการเปิด/ปิดใช้งาน

2. คลิก Toggle Switch เพื่อเปิด/ปิดใช้งาน

3. ยืนยันการเปลี่ยนแปลงเมื่อระบบแจ้งเตือน","1. ระบบอัปเดตสถานะโมเดลในฐานข้อมูลสำเร็จ

2. โมเดลที่ปิดใช้งานจะไม่ปรากฏใน Dropdown ของผู้ใช้

3. โมเดลที่เปิดใช้งานจะปรากฏใน Dropdown ของผู้ใช้ที่มีสิทธิ์

4. ระบบบันทึกประวัติการทำงาน (Audit Log) เหตุการณ์ LLM Model Status Changed สำเร็จ",,,
TC-LLM-003,BR-001,FR-17,Set Default LLM Model,ตรวจสอบความถูกต้องในการตั้งค่าโมเดลเริ่มต้นโดย Admin,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า Model Management UI

3. มีโมเดลหลายตัวที่เปิดใช้งานอยู่ในระบบ","Target Model: GPT-4o

Action: Set as Default","1. Admin คลิกที่โมเดลที่ต้องการตั้งเป็นค่าเริ่มต้น

2. คลิกปุ่ม ""Set as Default"" 

3. ยืนยันการเปลี่ยนแปลงเมื่อระบบแจ้งเตือน","1. ระบบอัปเดตโมเดลเริ่มต้นในฐานข้อมูลสำเร็จ

2. โมเดลที่ตั้งเป็นค่าเริ่มต้นจะถูกเลือกอัตโนมัติเมื่อผู้ใช้เปิดหน้าแชทใหม่

3. โมเดลเริ่มต้นเดิมจะถูกยกเลิกสถานะ Default

4. ระบบบันทึกประวัติการทำงาน (Audit Log) เหตุการณ์ Default Model Changed สำเร็จ",,,
TC-LLM-004,BR-001,FR-17,Test LLM Model Connection,ตรวจสอบความถูกต้องในการทดสอบการเชื่อมต่อ LLM Model,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า Model Management UI

3. มีโมเดลที่ลงทะเบียนไว้อยู่ในระบบ",Target Model: GPT-4o,"1. Admin คลิกที่โมเดลที่ต้องการทดสอบ

2. คลิกปุ่ม ""Test Model""","1. ระบบทดสอบการเชื่อมต่อกับ LLM Provider สำเร็จ

2. ระบบแสดงสถานะ ""Model Connection Successful"" พร้อมเวลาที่ใช้ในการเชื่อมต่อ

3. ระบบแสดงข้อมูลพื้นฐานของโมเดล (Version, Context Window, Pricing)

4. ระบบบันทึกประวัติการทำงาน (Audit Log) เหตุการณ์ Model Connection Test สำเร็จ",,,
TC-LLM-005,BR-001,FR-17,Delete LLM Model,ตรวจสอบความถูกต้องในการลบโมเดล LLM โดย Admin,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า Model Management UI

3. มีโมเดลที่ต้องการลบอยู่ในระบบ",Target Model: Old Model,"1. Admin คลิกที่โมเดลที่ต้องการลบ

2. คลิกปุ่ม ""Delete"" 

3. ยืนยันการลบเมื่อระบบแจ้งเตือน","1. ระบบลบโมเดลออกจากฐานข้อมูลสำเร็จ

2. โมเดลไม่ปรากฏในรายชื่อโมเดลแล้ว

3. API Key ของโมเดลถูกลบออกจาก Secret Management

4. ระบบบันทึกประวัติการทำงาน (Audit Log) เหตุการณ์ LLM Model Deleted สำเร็จ",,,
TC-LLM-006,BR-001,FR-17,Configure Model Permissions,ตรวจสอบความถูกต้องในการกำหนดสิทธิ์การเข้าถึงโมเดลตามบทบาท,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า Model Management UI

3. มีโมเดลที่ลงทะเบียนไว้อยู่ในระบบ","Target Model: GPT-4o

Allowed Roles: Admin, Data Analyst

Restricted Roles: User, Viewer","1. Admin คลิกที่โมเดลที่ต้องการกำหนดสิทธิ์

2. คลิกปุ่ม ""Configure Permissions"" 

3. เลือกบทบาทที่อนุญาตให้ใช้โมเดลนี้

4. คลิกปุ่ม ""Save""","1. ระบบอัปเดตสิทธิ์การเข้าถึงโมเดลในฐานข้อมูลสำเร็จ

2. บทบาทที่เลือกจะเห็นโมเดลนี้ใน Dropdown

3. บทบาทที่ไม่ได้เลือกจะไม่เห็นโมเดลนี้ใน Dropdown

4. ระบบบันทึกประวัติการทำงาน (Audit Log) เหตุการณ์ Model Permissions Configured สำเร็จ",,,
TC-LLM-007,BR-001,FR-17,Register Model - Invalid API Key,ตรวจสอบการปฏิเสธเมื่อ API Key ไม่ถูกต้อง,Functional Testing / Negative Test,1. Admin อยู่ที่หน้า Model Management,"Provider: OpenAI
API Key: sk-invalid-key","1. คลิก ""Add Model""
2. กรอก API Key ที่ไม่ถูกต้อง
3. คลิก ""Test Model""","1. ระบบแสดง ""Model connection failed: Invalid API Key""
2. ระบบไม่บันทึกโมเดล
3. ระบบบันทึก Audit Log Connection Failed",,,
TC-LLM-008,BR-001,FR-17,Toggle Model Status,ตรวจสอบการเปิด/ปิดสถานะโมเดล,Functional Testing / Positive Test,1. มีโมเดลในระบบ,"Target: GPT-4o
Action: Disable","1. คลิก Toggle บนโมเดล
2. ยืนยันการเปลี่ยนสถานะ","1. ระบบเปลี่ยนสถานะสำเร็จ
2. โมเดลที่ Disabled ไม่ปรากฏใน Dropdown ของผู้ใช้
3. ระบบบันทึก Audit Log",,,
TC-LLM-009,BR-001,FR-17,Delete Default Model - Prevent,ตรวจสอบการปฏิเสธเมื่อลบโมเดลที่เป็น Default,Security Testing / Negative Test,1. มีโมเดลที่เป็น Default,Target: GPT-4o (Default),"1. คลิก Delete บนโมเดล Default
2. ยืนยันการลบ","1. ระบบแสดง ""Cannot delete default model. Set another model as default first.""
2. ระบบไม่ลบโมเดล",,,
Audit Logs,,,,,,,,,,,,
TC-AUD-001,BR-013,FR-08,View Audit Log Dashboard,ตรวจสอบความถูกต้องในการดู Audit Log Dashboard,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า Audit Log UI",N/A,"1. Admin นำทางไปยังหน้า Audit Log Dashboard

2. ระบบแสดง Audit Log Dashboard","1. ระบบแสดง Audit Log Dashboard สำเร็จ

2. แสดงรายการประวัติเหตุการณ์ทั้งหมดในระบบ

3. แสดงข้อมูล: Timestamp, Event Type, User, Resource, Status, IP Address

4. ข้อมูลที่แสดงตรงตามข้อมูลจริงใน Audit Log Table",,,
TC-AUD-002,BR-013,FR-08,Filter Audit Logs,ตรวจสอบความถูกต้องในการกรอง Audit Log ตามเงื่อนไข,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า Audit Log UI","Event Type: USER_LOGIN

Date Range: Last 7 days

Status: SUCCESS","1. Admin เลือก Event Type จาก Dropdown

2. Admin เลือก Date Range จาก Date Picker

3. Admin เลือก Status จาก Dropdown

4. คลิกปุ่ม ""Apply Filters""","1. ระบบแสดง Audit Log ที่ตรงตามเงื่อนไขการกรองทั้งหมด

2. ผลลัพธ์แสดงเฉพาะเหตุการณ์ USER_LOGIN ในช่วง 7 วันย้อนหลัง

3. ผลลัพธ์แสดงเฉพาะเหตุการณ์ที่มีสถานะ SUCCESS

4. ระบบแสดงจำนวนเหตุการณ์ที่พบตามเงื่อนไข",,,
TC-AUD-003,BR-013,FR-08,Export Audit Logs,ตรวจสอบความถูกต้องในการส่งออก Audit Log,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า Audit Log UI

3. มี Audit Log ที่ต้องการส่งออกอยู่ในระบบ","Export Format: CSV

Date Range: Last 30 days","1. Admin กรอง Audit Log ตามที่ต้องการ

4. คลิกปุ่ม ""Export"" 

5. เลือก Format ที่ต้องการส่งออก (CSV, JSON)","1. ระบบสร้างไฟล์ Export สำเร็จ

2. ไฟล์ถูกดาวน์โหลดไปยังเครื่องของ Admin

3. ไฟล์มีข้อมูล Audit Log ที่ตรงตามที่กรอง

4. ระบบบันทึกประวัติการทำงาน (Audit Log) เหตุการณ์ Audit Log Exported สำเร็จ",,,
TC-AUD-004,BR-013,FR-08,View Audit Log Details,ตรวจสอบความถูกต้องในการดูรายละเอียด Audit Log แต่ละรายการ,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า Audit Log UI

3. มี Audit Log ที่ต้องการดูรายละเอียดอยู่ในระบบ",Target Audit Log ID: LOG-12345,"1. Admin คลิกที่ Audit Log ที่ต้องการดูรายละเอียด

2. ระบบแสดง Modal/Drawer รายละเอียด","1. ระบบแสดงรายละเอียด Audit Log สำเร็จ

2. แสดงข้อมูลทั้งหมด: Timestamp, Event Type, User, Resource, Status, IP Address, User Agent, Details (JSON)

3. ข้อมูลที่แสดงตรงตามข้อมูลจริงใน Audit Log Table

4. ข้อมูลที่ละเอียดอ่อน (เช่น Password, API Key) ถูกปกปิด (Redacted)",,,
TC-AUD-005,BR-013,FR-08,Audit Log Data Redaction,ตรวจสอบการปกปิดข้อมูลอ่อนไหวใน Audit Log,Security Testing / Privacy Compliance,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า Audit Log UI

3. มี Audit Log ที่มีข้อมูลสำคัญอยู่ในระบบ",Target Audit Log: Event ที่มี API Key หรือ Password,"1. Admin คลิกที่ Audit Log ที่มีข้อมูลสำคัญ

2. ตรวจสอบรายละเอียดใน Modal/Drawer","1. ข้อมูลสำคัญและอ่อนไหวความปลอดภัยสูง เช่น รหัสผ่านผู้ใช้ หรือ API Key ต้องถูกกรองและปกปิดข้อมูลดิบออก (Redacted) 100%

2. ไม่มีข้อมูลประเภท Secret หรือข้อมูลส่วนบุคคลระบุตัวตน (PII) รั่วไหลในรายละเอียด Audit Log

3. ข้อมูลที่แสดงเป็นเพียง Masked Data (เช่en ******) เท่านั้น",,,
TC-AUD-006,BR-013,FR-08,Audit Log Pagination,ตรวจสอบการแบ่งหน้า Audit Log,Functional Testing / Positive Test,1. มี Audit Log มากกว่า 50 รายการ,"Page: 1, Limit: 50","1. เปิดหน้า Audit Log
2. เปลี่ยนหน้า","1. ระบบแสดง 50 รายการต่อหน้า
2. สามารถเปลี่ยนหน้าได้
3. จำนวนทั้งหมดแสดงถูกต้อง",,,
TC-AUD-007,BR-013,FR-08,Audit Log - Search by User,ตรวจสอบการค้นหา Audit Log ตามผู้ใช้,Functional Testing / Positive Test,1. มี Audit Log หลายผู้ใช้,User: admin@company.com,"1. เปิดหน้า Audit Log
2. กรอกชื่อผู้ใช้ในช่อง Search","1. ระบบแสดงเฉพาะ Log ของผู้ใช้ที่ค้นหา
2. ผลลัพธ์ถูกต้อง",,,
TC-AUD-008,BR-013,FR-08,Audit Log - Export JSON,ตรวจสอบการส่งออก Audit Log เป็น JSON,Functional Testing / Positive Test,1. มี Audit Log ในระบบ,Format: JSON,"1. กรอง Audit Log
2. คลิก ""Export""
3. เลือก Format เป็น JSON","1. ระบบสร้างไฟล์ JSON สำเร็จ
2. ไฟล์ถูกดาวน์โหลด
3. ข้อมูลในไฟล์ตรงตามที่กรอง",,,
Dashboards,,,,,,,,,,,,
TC-SYS-001,BR-001,FR-08,View System Dashboard,ตรวจสอบความถูกต้องในการดู System Dashboard,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า System Dashboard UI",N/A,"1. Admin นำทางไปยังหน้า System Dashboard

2. ระบบแสดง System Dashboard","1. ระบบแสดง System Dashboard สำเร็จ

2. แสดง Metrics: จำนวนผู้ใช้ทั้งหมด, ผู้ใช้ที่ใช้งานอยู่, Query Count, Error Rate, System Health

3. แสดงกราฟแนวโน้มการใช้งาน (Usage Trends)

4. ข้อมูลที่แสดงตรงตามข้อมูลจริงในระบบ",,,
TC-SYS-002,BR-001,FR-08,View Usage Analytics,ตรวจสอบความถูกต้องในการดู Usage Analytics,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า Usage Analytics UI","Date Range: Last 30 days

Granularity: Daily","1. Admin นำทางไปยังหน้า Usage Analytics

2. Admin เลือก Date Range และ Granularity

3. ระบบแสดง Usage Analytics","1. ระบบแสดง Usage Analytics สำเร็จ

2. แสดง Metrics: Token Usage, Query Count, Cost per User, Model Usage Distribution

3. แสดงกราฟแนวโน้มการใช้งานตามช่วงเวลาที่เลือก

4. ข้อมูลที่แสดงตรงตามข้อมูลจริงในระบบ",,,
TC-SYS-003,BR-001,FR-08,View System Health Status,ตรวจสอบความถูกต้องในการดูสถานะสุขภาพระบบ,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า System Health UI",N/A,"1. Admin นำทางไปยังหน้า System Health

2. ระบบแสดง System Health Status","1. ระบบแสดง System Health Status สำเร็จ

2. แสดงสถานะของแต่ละ Component: Application DB, Redis Cache, Vector DB, LLM Providers, Data Sources

3. แสดง Metrics: CPU Usage, Memory Usage, Disk Usage, Network I/O

4. แสดง Alerts/Warnings ถ้ามี Component ที่มีปัญหา",,,
TC-SYS-004,BR-001,FR-08,Configure System Settings,ตรวจสอบความถูกต้องในการกำหนดค่าระบบโดย Admin,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า System Settings UI","Query Timeout: 15 seconds

Row Limit: 50,000

Cache TTL: 60 seconds","1. Admin นำทางไปยังหน้า System Settings

2. Admin แก้ไขค่าตั้งค่าระบบ (เช่น Query Timeout, Row Limit, Cache TTL)

3. คลิกปุ่ม ""Save Settings""","1. ระบบอัปเดตค่าตั้งค่าระบบในฐานข้อมูลสำเร็จ

2. ค่าตั้งค่าใหม่ถูกนำไปใช้ทันที (Hot Reload)

3. ระบบบันทึกประวัติการทำงาน (Audit Log) เหตุการณ์ System Settings Changed สำเร็จ

4. ระบบแสดง Toast Notification ""Settings Saved Successfully!""",,,
TC-SYS-005,BR-001,FR-08,Reset System Settings to Default,ตรวจสอบความถูกต้องในการรีเซ็ตค่าตั้งค่าระบบกลับค่าเริ่มต้น,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า System Settings UI

3. Admin ได้ทำการแก้ไขค่าตั้งค่าระบบไปแล้ว",N/A,"1. Admin คลิกปุ่ม ""Reset to Defaults"" 

2. ยืนยันการรีเซ็ตเมื่อระบบแจ้งเตือน","1. ระบบรีเซ็ตค่าตั้งค่าระบบกลับเป็นค่าเริ่มต้นสำเร็จ

2. ค่าตั้งค่าทั้งหมดกลับสู่สถานะ Default ตามค่ากำหนดในระบบ

3. ระบบบันทึกประวัติการทำงาน (Audit Log) เหตุการณ์ System Settings Reset สำเร็จ",,,
TC-SYS-006,BR-001,FR-08,System Settings - Invalid Values,ตรวจสอบการปฏิเสธค่าตั้งค่าระบบที่ไม่ถูกต้อง,Functional Testing / Negative Test,1. Admin อยู่ที่หน้า System Settings,"Query Timeout: -5 (ค่าติดลบ)
Row Limit: 0","1. กรอกค่าที่ไม่ถูกต้อง
2. คลิก ""Save Settings""","1. ระบบแสดง ""Invalid value""
2. ระบบไม่บันทึกค่า
3. ระบบระบุฟิลด์ที่ผิด",,,
TC-SYS-007,BR-001,FR-08,System Health - Component Down Alert,ตรวจสอบการแสดง Alert เมื่อ Component ล่ม,Functional Testing / Positive Test,1. มี Component ที่ Down (เช่น Redis),N/A,"1. เปิดหน้า System Health
2. ตรวจสอบสถานะ Component","1. ระบบแสดงสถานะ ""Down"" สำหรับ Component ที่ล่ม
2. ระบบแสดง Alert/Warning สีแดง
3. ระบบแสดงเวลาที่ Component ล่ม",,,
TC-KB-ADM-001,BR-001,FR-12,Upload Knowledge Base Item,ตรวจสอบการอัปโหลด Knowledge Base Item,Functional Testing / Positive Test,1. Admin ล็อกอิน 2. อยู่ที่หน้า KB Management,"File: glossary.csv
Type: Glossary","1. คลิก ""Add Knowledge Item""
2. เลือกประเภท (Glossary, Schema Mapping, Business Rule)
3. อัปโหลดไฟล์
4. คลิก ""Save""","1. ระบบอัปโหลดไฟล์สำเร็จ
2. Knowledge Item ปรากฏในรายการ
3. ระบบบันทึก Audit Log KB Item Added",,,
TC-KB-ADM-002,BR-001,FR-12,Edit Knowledge Base Item,ตรวจสอบการแก้ไข Knowledge Base Item,Functional Testing / Positive Test,1. มี Knowledge Item ในระบบ,Target: Glossary v1,"1. คลิก Edit บน Knowledge Item
2. แก้ไขเนื้อหา
3. คลิก Save","1. ระบบอัปเดตเนื้อหาสำเร็จ
2. เนื้อหาใหม่ปรากฏในรายการ
3. ระบบบันทึก Audit Log",,,
TC-KB-ADM-003,BR-001,FR-12,Delete Knowledge Base Item,ตรวจสอบการลบ Knowledge Base Item,Functional Testing / Positive Test,1. มี Knowledge Item ในระบบ,Target: Old Glossary,"1. คลิก Delete บน Knowledge Item
2. ยืนยันการลบ","1. ระบบลบ Knowledge Item สำเร็จ
2. Item ไม่ปรากฏในรายการ
3. ระบบบันทึก Audit Log",,,
TC-KB-ADM-004,BR-001,FR-12,Toggle Knowledge Base Item Status,ตรวจสอบการเปิด/ปิดสถานะ Knowledge Base Item,Functional Testing / Positive Test,1. มี Knowledge Item ในระบบ,"Target: Glossary v1
Action: Disable",1. คลิก Toggle บน Knowledge Item,"1. ระบบเปลี่ยนสถานะสำเร็จ
2. Item ที่ Disabled ไม่ถูกใช้ใน RAG Context
3. ระบบบันทึก Audit Log",,,
Workspace,,,,,,,,,,,,
TC-WRK-001,BR-001,FR-04,Create Workspace,ตรวจสอบความถูกต้องในการสร้าง Workspace ใหม่โดย Admin,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า Workspace Management UI","Workspace Name: Sales Analytics

Workspace Slug: sales-analytics","1. Admin คลิกปุ่ม ""Create Workspace"" 

2. กรอกชื่อ Workspace

3. กรอก Slug (URL identifier)

4. คลิกปุ่ม ""Create""","1. ระบบสร้าง Workspace ใหม่ในฐานข้อมูลสำเร็จ

2. Workspace ใหม่ปรากฏในรายชื่อ Workspace

3. Admin ถูกกำหนดเป็น Owner ของ Workspace ใหม่โดยอัตโนมัติ

4. ระบบบันทึกประวัติการทำงาน (Audit Log) เหตุการณ์ Workspace Created สำเร็จ",,,
TC-WRK-002,BR-001,FR-04,Delete Workspace,ตรวจสอบความถูกต้องในการลบ Workspace โดย Admin,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า Workspace Management UI

3. มี Workspace ที่ต้องการลบอยู่ในระบบ",Target Workspace: Old Analytics,"1. Admin คลิกที่ Workspace ที่ต้องการลบ

2. คลิกปุ่ม ""Delete"" 

3. ยืนยันการลบเมื่อระบบแจ้งเตือน","1. ระบบลบ Workspace ออกจากฐานข้อมูลสำเร็จ

2. Workspace ไม่ปรากฏในรายชื่อ Workspace แล้ว

3. ข้อมูลทั้งหมดใน Workspace (Dashboards, Queries) ถูกลบออก

4. ระบบบันทึกประวัติการทำงาน (Audit Log) เหตุการณ์ Workspace Deleted สำเร็จ",,,
TC-WRK-003,BR-001,FR-04,Add User to Workspace,ตรวจสอบความถูกต้องในการเพิ่มผู้ใช้ใน Workspace โดย Admin,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า Workspace Management UI

3. มี Workspace และผู้ใช้ที่ต้องการเพิ่มอยู่ในระบบ","Target Workspace: Sales Analytics

Target User: testuser@company.com

Role: Editor","1. Admin คลิกที่ Workspace ที่ต้องการเพิ่มผู้ใช้

2. คลิกปุ่ม ""Add Member"" 

3. เลือกผู้ใช้จากรายชื่อ

4. เลือกบทบาท (Role) ที่ต้องการกำหนด

5. คลิกปุ่ม ""Add""","1. ระบบเพิ่มผู้ใช้ใน Workspace สำเร็จ

2. ผู้ใช้ปรากฏในรายชื่อสมาชิกของ Workspace

3. ผู้ใช้ได้รับสิทธิ์ตามบทบาทที่กำหนดใน Workspace

4. ระบบบันทึกประวัติการทำงาน (Audit Log) เหตุการณ์ User Added to Workspace สำเร็จ",,,
TC-WRK-004,BR-001,FR-04,Remove User from Workspace,ตรวจสอบความถูกต้องในการลบผู้ใช้ออกจาก Workspace โดย Admin,Functional Testing / Positive Test,"1. Admin ล็อกอินเข้าระบบเรียบร้อยแล้ว

2. Admin อยู่ที่หน้า Workspace Management UI

3. มีผู้ใช้ใน Workspace ที่ต้องการลบอยู่ในระบบ","Target Workspace: Sales Analytics

Target User: testuser@company.com","1. Admin คลิกที่ Workspace ที่ต้องการลบผู้ใช้

2. คลิกที่ผู้ใช้ที่ต้องการลบ

3. คลิกปุ่ม ""Remove"" 

4. ยืนยันการลบเมื่อระบบแจ้งเตือน","1. ระบบลบผู้ใช้ออกจาก Workspace สำเร็จ

2. ผู้ใช้ไม่ปรากฏในรายชื่อสมาชิกของ Workspace แล้ว

3. ผู้ใช้ไม่สามารถเข้าถึงข้อมูลใน Workspace นี้ได้อีก

4. ระบบบันทึกประวัติการทำงาน (Audit Log) เหตุการณ์ User Removed from Workspace สำเร็จ",,,
TC-WRK-005,BR-001,FR-04,Edit Workspace Name,ตรวจสอบการแก้ไขชื่อ Workspace,Functional Testing / Positive Test,1. มี Workspace ในระบบ,"New Name: ""Sales & Marketing Analytics""","1. คลิก Edit บน Workspace
2. แก้ไขชื่อ
3. คลิก Save","1. ระบบอัปเดตชื่อสำเร็จ
2. ชื่อใหม่ปรากฏในรายการ
3. ระบบบันทึก Audit Log",,,
TC-WRK-006,BR-001,FR-04,Update Member Role in Workspace,ตรวจสอบการเปลี่ยนบทบาทสมาชิกใน Workspace,Functional Testing / Positive Test,1. มีสมาชิกใน Workspace,"Member: user@genbi.io
New Role: Owner","1. คลิกที่ Workspace
2. เลือกสมาชิก
3. เปลี่ยน Role
4. คลิก Save","1. ระบบอัปเดต Role สำเร็จ
2. สมาชิกมีสิทธิ์ตาม Role ใหม่
3. ระบบบันทึก Audit Log",,,
TC-WRK-007,BR-001,FR-04,Delete Workspace with Active Members,ตรวจสอบการลบ Workspace ที่มีสมาชิกอยู่,Functional Testing / Negative Test,1. Workspace มีสมาชิก Active,Target: Active Workspace,"1. คลิก Delete บน Workspace ที่มีสมาชิก
2. ยืนยันการลบ","1. ระบบแสดง Warning ""This workspace has active members""
2. ระบบต้องการยืนยันเพิ่มเติม
3. หากยืนยัน ระบบลบพร้อมสมาชิกทั้งหมด
4. ระบบบันทึก Audit Log",,,
Database Security,,,,,,,,,,,,
TC-SEC-001,BR-001,FR-19,Verify Data Encryption at Rest,ตรวจสอบความปลอดภัยในการเข้ารหัสและจัดเก็บข้อมูลสำคัญ,Compliance Audit / Database Security,มีกระบวนการลงทะเบียนผู้ใช้หรือบันทึกข้อมูลเข้าใช้งานระบบผ่าน Admin Management,"DB Query Select on Table: users, credentials, data_sources, llm_models","1. Admin ตรวจสอบโครงสร้างและการจัดเก็บข้อมูลในตาราง users, credentials, data_sources, llm_models บน Application PostgreSQL โดยตรง","1. ข้อมูลรหัสผ่าน (Password) ต้องผ่านกระบวนการแปลงรหัสด้วย Cryptographic Hash ที่ปลอดภัยและมีมาตรฐานสูง (เช่น Argon2 หรือ bcrypt)

2. ข้อมูล External API Key/Credential ต้องถูกเข้ารหัสด้วยมาตรฐาน AES-256 เท่านั้น

3. ต้องไม่มีข้อมูลดิบในรูปแบบข้อความปกติ (Plaintext) ปรากฏในฐานข้อมูลทุกกรณี",,,
TC-SEC-002,BR-001,FR-45,Verify Sensitive Data Redaction in Logs,ตรวจสอบการปกปิดข้อมูลอ่อนไหวส่วนบุคคลในประวัติระบบ,Security Audit / Privacy Compliance,แพลตฟอร์มมีการรันระบบ Observability และจัดเก็บ Trace ข้อมูลผ่าน HTTP API ของ Langfuse หรือ OpenTelemetry,Langfuse Dashboard / OTLP Dump Logs,1. Admin ตรวจสอบบันทึกข้อมูลดิบ (Logs/Traces) ที่เกิดขึ้นในระหว่างกระบวนการทำ Admin Management และ Token Exchange,"1. ข้อมูลสำคัญและอ่อนไหวความปลอดภัยสูง เช่น รหัสผ่านผู้ใช้ หรือ OAuth Access Token ต้องถูกกรองและปกปิดข้อมูลดิบออก (Redacted) 100% ก่อนการบันทึก

2. ไม่มีข้อมูลประเภท Secret หรือข้อมูลส่วนบุคคลระบุตัวตน (PII) รั่วไหลไปยังระบบวิเคราะห์ภายนอกองค์กร",,,
TC-SEC-003,BR-001,FR-01,Verify SQL Injection Prevention,ตรวจสอบระบบป้องกันการโจมตีทางไซเบอร์ประเภท SQL Injection บนช่องกรอกข้อมูล Admin,Penetration Testing / Injection Safe,"ผู้ใช้อยู่ที่หน้าจอ Admin UI ของระบบ""","Input Fields: ช่องกรอกข้อมูลทั้งหมดในหน้า Admin (User Name, Email, Role Name, etc.)","1. Admin พยายามกรอกค่าชุดคำสั่งแทรกแซงฐานข้อมูลในช่องกรอกข้อมูลต่างๆ เช่น ' OR '1'='1

2. คลิกปุ่มบันทึกหรือส่งข้อมูล","1. ระบบฐานข้อมูลหลักต้องทำงานได้ปกติและไม่เกิดการรั่วไหลของข้อมูลภายใน

2. ข้อมูลขาเข้าถูกตรวจสอบและกรองอย่างปลอดภัยผ่านโครงสร้าง Rust validator และ sqlparser-rs

3. ระบบปฏิเสธการเข้าใช้งานอย่างปลอดภัยและส่งข้อความ Error ทั่วไปกลับไปที่หน้าจอ UI",,,
